oo	ox	0.002828
oo	o1	0.001799
oo	of	0.008483
oo	oy	0.004113
oo	oc	0.006941
oo	oj	0.001028
oo	oa	0.001285
oo	oh	0.002828
oo	o8	0.000514
oo	ow	0.002828
oo	ou	0.000771
oo	oe	0.002828
oo	o3	0.000257
oo	oi	0.001799
oo	o7	0.000514
oo	o5	0.000257
oo	o6	0.000257
og	gl	0.093929
og	gs	0.153494
og	gg	0.069874
og	go	0.078274
og	gf	0.010691
og	g.	0.220313
og	ge	0.035892
og	gr	0.073310
og	g-	0.006873
og	gi	0.057274
og	gv	0.003055
og	gm	0.006109
og	ga	0.054219
og	gy	0.033601
og	g0	0.001527
og	gt	0.014128
og	gp	0.006109
og	gb	0.006491
og	gh	0.011073
og	gd	0.015273
og	gu	0.025582
og	gc	0.006873
og	gn	0.006109
og	g4	0.000382
og	gj	0.002291
og	gz	0.001909
og	gw	0.002291
og	g2	0.000382
og	gx	0.001145
og	gk	0.000382
og	g1	0.001145
gl	le	0.384289
gl	lo	0.263270
gl	l$	0.003185
gl	la	0.133758
gl	li	0.146497
gl	ly	0.012739
gl	l.	0.009554
gl	lr	0.002123
gl	ls	0.004246
gl	lu	0.015924
gl	lc	0.003185
gl	lb	0.002123
gl	lx	0.002123
gl	lw	0.001062
gl	lz	0.002123
gl	lv	0.001062
gl	ll	0.003185
gl	ln	0.001062
gl	lg	0.002123
gl	l3	0.001062
gl	l-	0.001062
gl	lt	0.001062
gl	lp	0.001062
gl	l5	0.001062
gl	lm	0.001062
le	e.	0.208434
le	eu	0.007375
le	es	0.131794
le	eg	0.034953
le	ea	0.077120
le	er	0.084656
le	eb	0.030784
le	ep	0.017156
le	en	0.047298
le	e0	0.000160
le	ec	0.050345
le	eo	0.016675
le	ef	0.015232
le	em	0.029341
le	ey	0.015232
le	ex	0.030944
le	eh	0.009780
le	eq	0.001122
le	et	0.057399
le	ei	0.015713
le	ek	0.008818
le	ed	0.026295
le	ee	0.016194
le	e-	0.013468
le	ew	0.009139
le	e2	0.003046
le	el	0.009460
le	e1	0.001443
le	e9	0.000641
le	ev	0.019561
le	ez	0.004650
le	ej	0.003207
le	e3	0.001122
le	e8	0.000321
le	e4	0.000802
le	e5	0.000160
le	e7	0.000160
e.	.c	0.686068
e.	.d	0.025986
e.	.f	0.020643
e.	.r	0.025581
e.	.e	0.014571
e.	.i	0.034243
e.	.p	0.011252
e.	.n	0.061766
e.	.o	0.032057
e.	.g	0.011576
e.	.b	0.009552
e.	.j	0.019105
e.	.s	0.006071
e.	.a	0.004129
e.	.k	0.001052
e.	.l	0.002752
e.	.m	0.007286
e.	.h	0.003157
e.	.t	0.010362
e.	.u	0.004857
e.	.v	0.003157
e.	.w	0.002833
e.	.x	0.001781
e.	.q	0.000162
.c	co	0.948016
.c	cn	0.031907
.c	ca	0.006083
.c	ch	0.003012
.c	cl	0.002252
.c	cz	0.004489
.c	cc	0.003173
.c	cm	0.000088
.c	cr	0.000190
.c	ci	0.000117
.c	cy	0.000058
.c	cu	0.000336
.c	cd	0.000117
.c	cx	0.000044
.c	cf	0.000015
.c	cg	0.000015
.c	cv	0.000029
.c	ct	0.000015
.c	cq	0.000029
.c	cb	0.000015
co	om	0.899840
co	o.	0.040460
co	o$	0.006046
co	on	0.013840
co	ou	0.005588
co	ov	0.001404
co	oc	0.001375
co	oi	0.002292
co	oz	0.000415
co	od	0.004098
co	ol	0.004843
co	or	0.005831
co	oo	0.004327
co	os	0.002550
co	op	0.001777
co	of	0.000688
co	ox	0.000086
co	og	0.000287
co	ob	0.000401
co	ot	0.001304
co	ow	0.000487
co	oe	0.000301
co	o-	0.000201
co	ok	0.000100
co	oq	0.000086
co	oa	0.001032
co	o2	0.000057
co	o1	0.000014
co	oh	0.000201
co	oy	0.000014
co	oj	0.000057
om	m$	0.877275
om	m.	0.071952
om	ma	0.008657
om	mc	0.000350
om	mi	0.004473
om	me	0.011640
om	mb	0.001780
om	ml	0.001476
om	mm	0.004747
om	ms	0.002282
om	mp	0.005158
om	m-	0.000578
om	mn	0.000517
om	mo	0.004580
om	md	0.000274
om	mg	0.000411
om	mt	0.000669
om	my	0.000487
om	mu	0.000943
om	m7	0.000015
om	m2	0.000137
om	mw	0.000107
om	mf	0.000350
om	mv	0.000152
om	mr	0.000243
om	m9	0.000030
om	mk	0.000076
om	mz	0.000091
om	mj	0.000091
om	mh	0.000243
om	m3	0.000046
om	m5	0.000046
om	m1	0.000015
om	m4	0.000030
om	mx	0.000046
om	mq	0.000015
om	m6	0.000015
^f	fa	0.147306
^f	fc	0.009548
^f	fl	0.077518
^f	fi	0.171403
^f	fo	0.162310
^f	fe	0.051603
^f	fr	0.186406
^f	fb	0.014776
^f	fh	0.003183
^f	ft	0.006365
^f	fn	0.005228
^f	fu	0.090248
^f	f-	0.003183
^f	fm	0.005456
^f	fx	0.013867
^f	fd	0.004319
^f	fs	0.006365
^f	fz	0.004319
^f	fy	0.003410
^f	f5	0.001591
^f	f1	0.003410
^f	ff	0.006365
^f	fg	0.002273
^f	f6	0.000682
^f	fp	0.003637
^f	f3	0.000455
^f	fw	0.003865
^f	fj	0.006820
^f	fv	0.001364
^f	f4	0.000227
^f	fq	0.000455
^f	fk	0.001137
^f	f2	0.000682
^f	f0	0.000227
fa	ac	0.132362
fa	a.	0.051895
fa	am	0.075219
fa	ar	0.089796
fa	as	0.157434
fa	aq	0.012828
fa	at	0.030904
fa	an	0.191837
fa	ap	0.009329
fa	az	0.004665
fa	ai	0.053644
fa	ak	0.018659
fa	ab	0.035569
fa	aw	0.004665
fa	ax	0.018076
fa	au	0.011662
fa	al	0.032653
fa	ag	0.002332
fa	av	0.025073
fa	ay	0.004665
fa	ah	0.012828
fa	ao	0.002332
fa	af	0.004082
fa	aj	0.002332
fa	aa	0.004665
fa	ad	0.007580
fa	a-	0.001749
fa	ae	0.001166
ac	ce	0.119474
ac	ck	0.192501
ac	ch	0.101287
ac	ct	0.132904
ac	cc	0.035255
ac	cl	0.017907
ac	ci	0.051763
ac	ca	0.070789
ac	cy	0.010912
ac	c.	0.124790
ac	cr	0.021544
ac	co	0.055400
ac	cu	0.012871
ac	cw	0.001679
ac	cf	0.001399
ac	cm	0.006435
ac	cn	0.004757
ac	cb	0.003637
ac	cj	0.001679
ac	cq	0.003917
ac	cg	0.001119
ac	cs	0.006995
ac	cd	0.003078
ac	c-	0.008394
ac	cx	0.001399
ac	cz	0.001679
ac	c$	0.001399
ac	c4	0.000280
ac	cp	0.003358
ac	c1	0.000280
ac	c2	0.000280
ac	cv	0.000560
ac	c3	0.000280
ce	eb	0.027562
ce	ef	0.013294
ce	e.	0.294099
ce	er	0.076200
ce	es	0.120623
ce	en	0.153048
ce	el	0.078470
ce	e3	0.001297
ce	em	0.015888
ce	ed	0.025940
ce	ep	0.024319
ce	ec	0.018158
ce	ea	0.020104
ce	ew	0.008106
ce	e-	0.020104
ce	et	0.027562
ce	eg	0.008431
ce	ev	0.004864
ce	e2	0.004540
ce	e4	0.001946
ce	ej	0.001946
ce	eo	0.010376
ce	ee	0.005512
ce	ex	0.005188
ce	eh	0.006809
ce	ek	0.004864
ce	ei	0.011997
ce	eq	0.000324
ce	e5	0.000324
ce	ez	0.001946
ce	eu	0.001946
ce	ey	0.001946
ce	e1	0.001946
ce	e9	0.000324
eb	bo	0.107276
eb	ba	0.105922
eb	bl	0.053807
eb	be	0.069374
eb	b.	0.151269
eb	bm	0.033503
eb	bs	0.078849
eb	bc	0.028426
eb	bh	0.020643
eb	bi	0.072081
eb	bf	0.009814
eb	bt	0.019289
eb	by	0.007783
eb	bp	0.014552
eb	bd	0.043316
eb	br	0.050761
eb	bu	0.049746
eb	bg	0.013536
eb	bn	0.013198
eb	bb	0.012521
eb	b4	0.000677
eb	bz	0.004061
eb	b2	0.004738
eb	b-	0.015567
eb	bk	0.005076
eb	bw	0.006091
eb	b6	0.001015
eb	bj	0.001354
eb	b8	0.000338
eb	bx	0.001015
eb	b3	0.001015
eb	bq	0.000677
eb	b1	0.001015
eb	bv	0.001354
eb	b5	0.000338
bo	oo	0.285609
bo	o.	0.052904
bo	ou	0.053644
bo	ox	0.109878
bo	on	0.066593
bo	od	0.024787
bo	oy	0.035516
bo	ob	0.019978
bo	os	0.029597
bo	oa	0.056234
bo	om	0.014058
bo	og	0.009619
bo	of	0.004809
bo	oe	0.009989
bo	ot	0.056974
bo	oc	0.007769
bo	ol	0.062153
bo	o$	0.005179
bo	or	0.043285
bo	ok	0.009249
bo	op	0.004440
bo	oz	0.002960
bo	o8	0.001850
bo	oi	0.007769
bo	ov	0.004440
bo	ow	0.011099
bo	oq	0.000740
bo	o-	0.001850
bo	o7	0.000370
bo	o3	0.001110
bo	o1	0.001480
bo	o5	0.000370
bo	o6	0.000370
bo	oh	0.002590
bo	o2	0.000370
bo	oj	0.000370
ok	k.	0.204131
ok	kl	0.012758
ok	ki	0.084447
ok	kc	0.007898
ok	ku	0.078372
ok	ko	0.045565
ok	ka	0.059538
ok	kp	0.005468
ok	ke	0.154313
ok	kw	0.004253
ok	km	0.125759
ok	ks	0.065614
ok	ky	0.026731
ok	kr	0.015188
ok	kb	0.015796
ok	kg	0.003038
ok	k3	0.000608
ok	kf	0.011543
ok	kd	0.003038
ok	kn	0.009721
ok	kt	0.018226
ok	k2	0.003038
ok	k4	0.002430
ok	kz	0.002430
ok	k-	0.013973
ok	k9	0.000608
ok	kj	0.001215
ok	k1	0.003038
ok	kv	0.004253
ok	kk	0.007898
ok	kh	0.007290
ok	k8	0.001215
ok	k7	0.000608
k.	.c	0.641473
k.	.f	0.006986
k.	.p	0.023500
k.	.r	0.050492
k.	.t	0.011115
k.	.m	0.004128
k.	.u	0.008257
k.	.i	0.046681
k.	.n	0.066370
k.	.o	0.031121
k.	.d	0.029216
k.	.j	0.007939
k.	.a	0.006986
k.	.e	0.009209
k.	.h	0.009527
k.	.g	0.009209
k.	.b	0.014608
k.	.w	0.003176
k.	.v	0.003811
k.	.k	0.005081
k.	.l	0.003811
k.	.s	0.007304
^y	yo	0.449708
^y	ya	0.148688
^y	ye	0.123178
^y	yt	0.015306
^y	y8	0.001458
^y	yn	0.007289
^y	yj	0.002187
^y	yi	0.060496
^y	yh	0.003644
^y	yl	0.007289
^y	yr	0.002915
^y	ym	0.006560
^y	yu	0.071429
^y	yk	0.006560
^y	yc	0.008746
^y	yy	0.015306
^y	yx	0.009475
^y	ys	0.009475
^y	yp	0.005831
^y	y4	0.000729
^y	yf	0.003644
^y	yz	0.007289
^y	yv	0.003644
^y	yq	0.002915
^y	yw	0.003644
^y	yb	0.010204
^y	yg	0.006560
^y	yd	0.002187
^y	y-	0.002915
^y	y2	0.000729
yo	ou	0.594576
yo	on	0.090403
yo	ok	0.015994
yo	om	0.010431
yo	or	0.035466
yo	op	0.013908
yo	ol	0.010431
yo	oc	0.002782
yo	o.	0.043811
yo	oo	0.022253
yo	od	0.014604
yo	ob	0.008345
yo	oa	0.004172
yo	o-	0.010431
yo	ot	0.032684
yo	os	0.014604
yo	of	0.023644
yo	oy	0.009736
yo	og	0.016690
yo	oh	0.005563
yo	ow	0.006259
yo	oi	0.002086
yo	oz	0.001391
yo	ox	0.001391
yo	o4	0.000695
yo	oj	0.001391
yo	oe	0.002086
yo	ov	0.003477
yo	o2	0.000695
ou	ut	0.174015
ou	uk	0.007044
ou	up	0.090530
ou	ur	0.245761
ou	u.	0.066528
ou	un	0.115836
ou	ud	0.044873
ou	ub	0.015914
ou	uj	0.006001
ou	um	0.009392
ou	uz	0.004957
ou	ue	0.004435
ou	uv	0.012784
ou	uq	0.002348
ou	u3	0.001044
ou	us	0.095747
ou	uf	0.003131
ou	ug	0.022698
ou	ul	0.018784
ou	uc	0.015654
ou	uy	0.006001
ou	ux	0.006783
ou	u-	0.003392
ou	uw	0.005740
ou	ui	0.005479
ou	ua	0.004957
ou	uh	0.004174
ou	u2	0.000783
ou	uu	0.000783
ou	u6	0.000261
ou	u4	0.000261
ou	uo	0.001044
ou	u5	0.000522
ou	u1	0.001826
ou	u8	0.000522
ut	tu	0.131995
ut	t.	0.077317
ut	te	0.107219
ut	tb	0.014097
ut	tt	0.038445
ut	tr	0.031610
ut	to	0.204613
ut	tl	0.020504
ut	th	0.068347
ut	t2	0.008116
ut	ts	0.051687
ut	ti	0.100384
ut	ta	0.039299
ut	tm	0.006408
ut	tf	0.006408
ut	tz	0.003845
ut	ty	0.032892
ut	td	0.009825
ut	tn	0.005126
ut	tc	0.011106
ut	tg	0.002563
ut	tv	0.005126
ut	tw	0.006408
ut	tj	0.002136
ut	tk	0.002990
ut	tp	0.005980
ut	tx	0.001709
ut	t5	0.000427
ut	t-	0.002990
ut	t8	0.000427
tu	ub	0.285983
tu	um	0.030897
tu	ui	0.016202
tu	ud	0.070836
tu	up	0.030520
tu	ur	0.223813
tu	uf	0.019216
tu	us	0.039563
tu	ut	0.048229
tu	un	0.052374
tu	u.	0.038056
tu	ua	0.055765
tu	uk	0.004145
tu	uo	0.006405
tu	ue	0.012434
tu	ux	0.002638
tu	ul	0.017332
tu	u-	0.006782
tu	uv	0.003014
tu	uc	0.010550
tu	ug	0.005652
tu	uh	0.003014
tu	uu	0.004145
tu	uw	0.002638
tu	uy	0.001884
tu	uj	0.003391
tu	u8	0.000754
tu	uz	0.001884
tu	u3	0.000377
tu	uq	0.000377
tu	u2	0.000377
tu	u0	0.000377
tu	u5	0.000377
ub	be	0.412085
ub	b.	0.176325
ub	bl	0.102526
ub	ba	0.051015
ub	bb	0.021793
ub	bs	0.026251
ub	bp	0.005944
ub	bo	0.017335
ub	bi	0.035166
ub	bu	0.022784
ub	bm	0.051511
ub	bt	0.015354
ub	bh	0.003962
ub	bd	0.005448
ub	bc	0.006439
ub	by	0.009906
ub	bw	0.003467
ub	bn	0.002972
ub	b-	0.010896
ub	br	0.009906
ub	bz	0.001981
ub	b9	0.000495
ub	b7	0.000495
ub	bv	0.000991
ub	b4	0.000495
ub	bk	0.000495
ub	bg	0.002476
ub	bx	0.000495
ub	bf	0.000495
ub	bj	0.000495
be	e.	0.211877
be	es	0.105939
be	er	0.174276
be	et	0.067741
be	e$	0.065354
be	e8	0.001492
be	ee	0.028051
be	ev	0.005372
be	el	0.059385
be	eh	0.008356
be	e-	0.004476
be	ei	0.021486
be	ey	0.010445
be	ea	0.084751
be	eg	0.007162
be	ex	0.003581
be	ep	0.010743
be	ed	0.019099
be	ef	0.006565
be	ec	0.017010
be	en	0.042375
be	ez	0.005968
be	e1	0.000597
be	eb	0.010146
be	ew	0.002984
be	em	0.006864
be	e2	0.002387
be	eo	0.003879
be	ek	0.005670
be	eu	0.003879
be	e3	0.000597
be	e4	0.000597
be	ej	0.000895
ya	ah	0.027468
ya	an	0.160515
ya	a.	0.160515
ya	ao	0.021459
ya	as	0.054936
ya	ak	0.026609
ya	ap	0.033476
ya	ac	0.019742
ya	az	0.020601
ya	ad	0.060944
ya	aa	0.013734
ya	al	0.077253
ya	am	0.061803
ya	ag	0.036052
ya	au	0.012876
ya	ab	0.035193
ya	at	0.040343
ya	ar	0.066953
ya	af	0.012017
ya	a-	0.012017
ya	ax	0.002575
ya	ae	0.008584
ya	aw	0.005150
ya	a3	0.001717
ya	ay	0.008584
ya	av	0.006867
ya	ai	0.005150
ya	aj	0.001717
ya	aq	0.002575
ya	a7	0.000858
ya	a1	0.000858
ya	a0	0.000858
ah	ho	0.162019
ah	ha	0.207171
ah	hi	0.082337
ah	hr	0.061089
ah	hn	0.031873
ah	h.	0.120850
ah	he	0.083665
ah	h-	0.003984
ah	hv	0.010624
ah	hs	0.019920
ah	hu	0.045153
ah	hm	0.023904
ah	hl	0.046481
ah	h1	0.002656
ah	hw	0.009296
ah	hc	0.003984
ah	ht	0.010624
ah	hd	0.011952
ah	hq	0.002656
ah	hb	0.011952
ah	hx	0.002656
ah	hg	0.007968
ah	hj	0.007968
ah	hp	0.005312
ah	hz	0.003984
ah	hk	0.006640
ah	hy	0.005312
ah	hh	0.006640
ah	h2	0.001328
ho	oo	0.057521
ho	ow	0.052948
ho	os	0.128279
ho	ot	0.129723
ho	om	0.100361
ho	o.	0.022142
ho	ou	0.079663
ho	op	0.133093
ho	on	0.073406
ho	oi	0.016606
ho	ol	0.059206
ho	or	0.053189
ho	oe	0.018291
ho	oj	0.002888
ho	ob	0.010349
ho	oy	0.007702
ho	of	0.006980
ho	oz	0.001444
ho	oc	0.016125
ho	og	0.004332
ho	ov	0.002166
ho	od	0.007702
ho	ok	0.006258
ho	o1	0.000241
ho	oa	0.005054
ho	oh	0.001444
ho	o-	0.001685
ho	ox	0.000722
ho	o2	0.000481
o.	.c	0.430314
o.	.i	0.078994
o.	.j	0.093459
o.	.u	0.143899
o.	.t	0.013082
o.	.z	0.024780
o.	.v	0.003648
o.	.p	0.013585
o.	.n	0.045786
o.	.r	0.023899
o.	.k	0.024403
o.	.h	0.003396
o.	.e	0.014088
o.	.g	0.012704
o.	.o	0.015220
o.	.f	0.011195
o.	.m	0.007421
o.	.d	0.017484
o.	.s	0.003522
o.	.b	0.008679
o.	.a	0.005660
o.	.l	0.002893
o.	.x	0.000377
o.	.w	0.001258
o.	.q	0.000126
o.	.3	0.000126
^b	ba	0.175544
^b	bl	0.119280
^b	bi	0.125656
^b	bb	0.013878
^b	bp	0.006752
^b	bo	0.133908
^b	bu	0.102588
^b	be	0.142723
^b	b5	0.000563
^b	bh	0.009002
^b	br	0.077457
^b	bt	0.011440
^b	bm	0.009565
^b	bd	0.007877
^b	bw	0.002813
^b	bc	0.009002
^b	bf	0.002813
^b	bn	0.009377
^b	b9	0.000563
^b	bg	0.004689
^b	by	0.006939
^b	bs	0.005626
^b	b1	0.001125
^b	bz	0.002438
^b	bx	0.000938
^b	bv	0.002438
^b	bj	0.006377
^b	b.	0.000188
^b	b-	0.001500
^b	bk	0.002626
^b	b2	0.002251
^b	bq	0.000375
^b	b4	0.000750
^b	b0	0.000375
^b	b3	0.000563
ba	ai	0.028555
ba	ao	0.030817
ba	ay	0.041278
ba	ab	0.059372
ba	a.	0.057959
ba	ad	0.026293
ba	an	0.273678
ba	at	0.029969
ba	ac	0.047215
ba	ag	0.015267
ba	as	0.069550
ba	ae	0.001979
ba	am	0.011309
ba	ar	0.094148
ba	al	0.107153
ba	ah	0.014419
ba	au	0.008482
ba	a$	0.008199
ba	ap	0.005937
ba	ak	0.018094
ba	af	0.004241
ba	aj	0.010744
ba	aw	0.002827
ba	az	0.019791
ba	av	0.001696
ba	a-	0.004806
ba	ax	0.001131
ba	aq	0.000565
ba	a8	0.000283
ba	a1	0.000283
ba	a9	0.000283
ba	a2	0.000565
ba	a7	0.000283
ba	aa	0.002262
ba	a6	0.000283
ba	a4	0.000283
ai	id	0.039308
ai	il	0.249371
ai	ig	0.026730
ai	ih	0.005975
ai	in	0.197170
ai	is	0.038365
ai	ij	0.015723
ai	ir	0.139308
ai	iz	0.006604
ai	ix	0.010692
ai	i.	0.088994
ai	ip	0.010063
ai	iv	0.002830
ai	if	0.011950
ai	ik	0.015723
ai	im	0.020755
ai	ii	0.004717
ai	it	0.032704
ai	ib	0.012579
ai	iy	0.005975
ai	ic	0.015723
ai	iq	0.001258
ai	iw	0.011006
ai	ia	0.008176
ai	io	0.005031
ai	ie	0.005660
ai	iu	0.001572
ai	i-	0.008491
ai	i2	0.001887
ai	i$	0.001572
ai	i3	0.001887
ai	i1	0.001258
ai	i0	0.000629
ai	i6	0.000314
id	du	0.016520
id	de	0.395782
id	d$	0.060105
id	d.	0.093146
id	dg	0.021793
id	dn	0.007030
id	do	0.050264
id	dd	0.015817
id	di	0.049912
id	dv	0.003866
id	ds	0.054482
id	da	0.108612
id	d2	0.001757
id	dc	0.015817
id	dt	0.009490
id	dl	0.009490
id	df	0.006678
id	dw	0.007030
id	dp	0.009842
id	db	0.007733
id	dz	0.008787
id	d-	0.008436
id	dx	0.002812
id	dj	0.002109
id	dr	0.009842
id	dk	0.001054
id	dh	0.006327
id	d4	0.001054
id	dm	0.005624
id	dy	0.006678
id	dq	0.000351
id	d1	0.000703
id	d8	0.000351
id	d7	0.000351
id	d0	0.000351
du	u.	0.263073
du	ui	0.009164
du	ul	0.059299
du	uc	0.102965
du	us	0.036119
du	ub	0.025337
du	u$	0.267385
du	un	0.033423
du	um	0.021563
du	ud	0.014016
du	ur	0.040431
du	ua	0.010243
du	uo	0.024798
du	uv	0.002695
du	ue	0.010243
du	ux	0.002156
du	ug	0.005930
du	up	0.017790
du	uz	0.003235
du	uk	0.009704
du	ut	0.011860
du	uh	0.002156
du	uj	0.003774
du	uu	0.001078
du	uw	0.006469
du	u8	0.002156
du	uy	0.001617
du	u-	0.003235
du	u3	0.000539
du	u2	0.001617
du	uf	0.003774
du	u5	0.001078
du	u7	0.000539
du	u1	0.000539
u.	.c	0.538225
u.	.b	0.012302
u.	.n	0.050967
u.	.r	0.024165
u.	.d	0.014499
u.	.i	0.017575
u.	.e	0.102812
u.	.s	0.018453
u.	.f	0.010105
u.	.a	0.063269
u.	.o	0.028998
u.	.u	0.003076
u.	.g	0.013620
u.	.t	0.036028
u.	.j	0.014499
u.	.l	0.004394
u.	.k	0.003076
u.	.w	0.002197
u.	.v	0.007030
u.	.p	0.021090
u.	.h	0.003954
u.	.m	0.009227
u.	.q	0.000439
^w	wi	0.142136
^w	we	0.305341
^w	wo	0.143323
^w	w3	0.007418
^w	wa	0.145104
^w	ws	0.011573
^w	wp	0.043027
^w	wh	0.074184
^w	wu	0.012760
^w	wm	0.015430
^w	ww	0.018398
^w	wy	0.006231
^w	wn	0.004451
^w	w.	0.000593
^w	wj	0.002671
^w	wr	0.015430
^w	wd	0.006528
^w	w4	0.000297
^w	wg	0.002967
^w	wf	0.003858
^w	wb	0.008902
^w	wl	0.004451
^w	wk	0.003264
^w	wt	0.005045
^w	w1	0.000297
^w	wz	0.004154
^w	wx	0.001780
^w	wc	0.004748
^w	w-	0.002374
^w	wq	0.000890
^w	wv	0.001187
^w	w7	0.000593
^w	w6	0.000297
^w	w9	0.000297
wi	ik	0.096029
wi	it	0.129964
wi	ix	0.017329
wi	id	0.038267
wi	im	0.012274
wi	ir	0.091697
wi	io	0.000722
wi	in	0.258484
wi	il	0.069314
wi	is	0.101083
wi	i.	0.013718
wi	iz	0.035379
wi	ig	0.011552
wi	ip	0.011552
wi	ic	0.023827
wi	ie	0.015884
wi	iw	0.003610
wi	ia	0.005054
wi	if	0.043321
wi	ib	0.003610
wi	i6	0.000722
wi	ij	0.005054
wi	i2	0.000722
wi	i-	0.002888
wi	ii	0.002888
wi	iv	0.002888
wi	i4	0.000722
wi	iq	0.001444
ik	ki	0.182990
ik	kr	0.016323
ik	ke	0.225086
ik	k.	0.162371
ik	kt	0.007732
ik	kb	0.007732
ik	ka	0.150344
ik	kk	0.033505
ik	ku	0.030928
ik	ks	0.014605
ik	kh	0.008591
ik	ko	0.083333
ik	km	0.006873
ik	kz	0.002577
ik	ky	0.006014
ik	k1	0.002577
ik	kw	0.002577
ik	kc	0.003436
ik	kn	0.009450
ik	kv	0.006014
ik	kl	0.011168
ik	kp	0.004296
ik	kf	0.005155
ik	kg	0.000859
ik	k-	0.007732
ik	kd	0.006014
ik	k8	0.000859
ik	kj	0.000859
ki	ip	0.013305
ki	i.	0.128792
ki	ic	0.024481
ki	im	0.027142
ki	in	0.388505
ki	ia	0.017030
ki	ih	0.002129
ki	ij	0.009047
ki	io	0.007983
ki	is	0.059606
ki	it	0.074508
ki	ie	0.046301
ki	iz	0.008515
ki	id	0.059606
ki	ib	0.011176
ki	iw	0.012241
ki	iq	0.000532
ki	il	0.029271
ki	if	0.007983
ki	ik	0.015434
ki	i-	0.007983
ki	iy	0.010112
ki	ii	0.004258
ki	iv	0.004258
ki	ir	0.020756
ki	ix	0.002129
ki	iu	0.002129
ki	ig	0.003193
ki	i8	0.000532
ki	i2	0.000532
ki	i4	0.000532
ip	pe	0.084345
ip	pa	0.092840
ip	pk	0.005461
ip	pp	0.051578
ip	po	0.049757
ip	p.	0.183859
ip	ps	0.114078
ip	ph	0.050971
ip	pl	0.048544
ip	pc	0.021238
ip	pu	0.016383
ip	pi	0.057039
ip	pz	0.006068
ip	p2	0.005461
ip	p-	0.016990
ip	pt	0.077063
ip	p1	0.002427
ip	pr	0.030947
ip	pm	0.017597
ip	pw	0.004248
ip	pb	0.012136
ip	pd	0.010316
ip	pf	0.013956
ip	pg	0.003034
ip	p4	0.002427
ip	pn	0.006068
ip	pj	0.001820
ip	p8	0.001214
ip	pv	0.004248
ip	p6	0.000607
ip	p5	0.000607
ip	py	0.003641
ip	p9	0.001820
ip	px	0.000607
ip	p7	0.000607
pe	ed	0.045376
pe	eo	0.027845
pe	e.	0.063939
pe	e$	0.032314
pe	ee	0.041251
pe	er	0.384325
pe	ep	0.017188
pe	en	0.118254
pe	es	0.038845
pe	ey	0.003094
pe	et	0.054314
pe	el	0.039876
pe	ec	0.034720
pe	eg	0.011000
pe	ez	0.002750
pe	ex	0.007563
pe	eb	0.003438
pe	ea	0.038501
pe	e1	0.000344
pe	e5	0.000344
pe	ek	0.004813
pe	ei	0.005500
pe	em	0.005844
pe	ej	0.001375
pe	ew	0.002406
pe	ef	0.001719
pe	eu	0.004469
pe	e-	0.002750
pe	ev	0.001031
pe	eh	0.002750
